Symbol,CompanyName,Sector,Date,High,Low,Close,Volume,Value_NPR,Trades
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-03,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-04,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-05,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-08,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-09,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-10,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-11,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-12,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-16,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-17,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-18,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-19,1084.4,1084.4,1084.4,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-22,1106.0,1106.0,1106.0,35,38710.0,2
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-23,1128.1,1124.0,1128.1,140,157776.5,5
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-24,1150.0,1128.1,1150.0,200,228393.5,8
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-26,1150.0,1150.0,1150.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-29,1135.0,1135.0,1135.0,35,39725.0,1
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2024-12-31,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-01,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-02,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-05,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-06,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-07,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-08,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-09,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-12,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-13,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-15,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-16,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-19,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-20,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-21,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-22,1135.0,1135.0,1135.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-23,1135.0,1135.0,1112.3,1,1112.3,1
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-26,1112.3,1112.3,1112.3,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-27,1112.3,1112.3,1112.3,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-01-28,1112.3,1112.3,1112.3,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-02,1112.3,1097.5,1097.5,22,24147.8,2
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-03,1100.0,1078.0,1078.0,50,54450.0,2
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-04,1085.0,1069.0,1085.0,150,161600.0,5
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-05,1085.0,1085.0,1085.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-06,1085.0,1085.0,1085.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-09,1085.0,1085.0,1085.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-10,1085.0,1085.0,1085.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-11,1085.0,1085.0,1085.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-12,1085.0,1085.0,1085.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-13,1085.0,1085.0,1085.0,0,0.0,0
NICD83/84,NIC Asia Bank Ltd.,Commercial Banks,2025-02-16,1100.0,1100.0,1100.0,25,27500.0,1
