Symbol,CompanyName,Sector,Date,High,Low,Close,Volume,Value_NPR,Trades
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-03,1050.0,1035.0,1050.0,460,477700.0,6
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-04,1050.0,1050.0,1050.0,200,210000.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-05,1050.0,1050.0,1050.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-08,1091.4,1070.0,1091.4,275,299615.0,3
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-09,1091.4,1091.4,1091.4,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-10,1091.4,1091.4,1091.4,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-11,1069.6,1069.6,1069.6,100,106960.0,2
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-12,1069.6,1069.6,1069.6,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-16,1069.6,1069.6,1069.6,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-17,1069.6,1069.6,1069.6,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-18,1069.6,1069.6,1069.6,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-19,1049.0,1049.0,1049.0,25,26225.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-22,1040.0,1040.0,1040.0,25,26000.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-23,1068.0,1040.0,1068.0,300,320364.0,3
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-24,1068.0,1068.0,1068.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-26,1068.0,1068.0,1068.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-29,1055.0,1053.0,1053.0,200,210800.0,3
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2024-12-31,1053.0,1053.0,1053.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-01,1053.0,1053.0,1053.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-02,1053.0,1053.0,1053.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-05,1067.0,1066.0,1067.0,225,239900.0,3
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-06,1067.0,1067.0,1067.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-07,1067.0,1067.0,1067.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-08,1075.6,1075.6,1075.6,20,21512.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-09,1075.6,1075.6,1075.6,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-12,1055.0,1055.0,1055.0,100,105500.0,2
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-13,1052.0,1046.4,1052.0,100,104960.0,4
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-15,1052.0,1052.0,1052.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-16,1052.0,1052.0,1052.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-19,1052.0,1052.0,1052.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-20,1052.0,1052.0,1052.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-21,1052.0,1052.0,1052.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-22,1052.0,1052.0,1052.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-23,1031.0,1031.0,1031.0,20,20620.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-26,1031.0,1031.0,1031.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-27,1031.0,1031.0,1031.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-01-28,1025.0,1025.0,1025.0,25,25625.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-02,1025.0,1025.0,1025.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-03,1027.1,1015.0,1027.0,200,204205.0,4
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-04,1030.0,1025.0,1030.0,125,128625.0,3
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-05,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-06,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-09,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-10,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-11,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-12,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-13,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-16,1022.1,1022.1,1022.1,25,25552.5,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-17,1022.1,1022.1,1022.1,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-18,1022.1,1022.1,1022.1,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-20,1022.1,1022.1,1022.1,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-23,1030.1,1030.0,1030.0,50,51502.5,2
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-24,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-25,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-02-27,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-02,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-03,1030.0,1030.0,1030.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-04,1045.0,1035.0,1035.0,225,234125.0,3
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-05,1031.0,1015.0,1020.0,150,153625.0,5
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-06,1020.0,1020.0,1020.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-09,1025.0,1025.0,1025.0,25,25625.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-10,1025.0,1025.0,1025.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-11,1025.0,1025.0,1025.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-12,1025.0,1025.0,1025.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-16,1025.0,1025.0,1025.0,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-17,1025.0,1025.0,1026.2,4,4104.8,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-18,1046.7,1045.0,1046.7,50,52292.5,2
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-19,1046.7,1046.7,1046.7,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-20,1046.7,1046.7,1046.7,0,0.0,0
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-23,1046.7,1046.7,1028.2,1,1028.2,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-24,1028.2,1028.2,1028.2,5,5141.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-25,1028.2,1028.2,1035.0,2,2070.0,1
MND84/85,Muktinath Bikas Bank Ltd.,Development Banks,2025-03-26,1035.0,1035.0,1035.0,0,0.0,0
