Symbol,CompanyName,Sector,Date,High,Low,Close,Volume,Value_NPR,Trades
HRL,Himalayan Reinsurance Limited,Others,2024-12-03,852.0,841.0,843.0,84526,71570929.2,1382
HRL,Himalayan Reinsurance Limited,Others,2024-12-04,860.0,841.0,841.0,107864,91676401.0,1277
HRL,Himalayan Reinsurance Limited,Others,2024-12-05,848.0,830.0,833.0,137241,114687389.6,1279
HRL,Himalayan Reinsurance Limited,Others,2024-12-08,844.0,820.0,824.0,117257,96953042.9,1257
HRL,Himalayan Reinsurance Limited,Others,2024-12-09,837.4,817.0,820.0,81286,66792048.6,1097
HRL,Himalayan Reinsurance Limited,Others,2024-12-10,830.0,815.2,819.8,51818,42454431.7,830
HRL,Himalayan Reinsurance Limited,Others,2024-12-11,830.0,813.0,823.4,75709,62119997.7,881
HRL,Himalayan Reinsurance Limited,Others,2024-12-12,839.8,819.0,820.0,92638,76539931.8,1131
HRL,Himalayan Reinsurance Limited,Others,2024-12-16,820.0,805.0,808.8,188460,152369256.9,1333
HRL,Himalayan Reinsurance Limited,Others,2024-12-17,820.0,802.0,809.0,66294,53711652.0,1057
HRL,Himalayan Reinsurance Limited,Others,2024-12-18,815.0,800.3,801.0,75351,60670935.1,1010
HRL,Himalayan Reinsurance Limited,Others,2024-12-19,810.0,785.0,791.5,69267,55114013.1,1041
HRL,Himalayan Reinsurance Limited,Others,2024-12-22,800.0,782.3,787.1,62708,49428272.1,1017
HRL,Himalayan Reinsurance Limited,Others,2024-12-23,798.6,781.0,795.8,52947,42008643.8,900
HRL,Himalayan Reinsurance Limited,Others,2024-12-24,810.0,795.0,802.5,63100,50769209.4,1152
HRL,Himalayan Reinsurance Limited,Others,2024-12-26,814.0,796.0,800.0,54712,43911290.4,1059
HRL,Himalayan Reinsurance Limited,Others,2024-12-29,805.0,793.0,796.0,57077,45518511.0,1039
HRL,Himalayan Reinsurance Limited,Others,2024-12-31,811.9,785.0,790.0,69381,54924266.6,973
HRL,Himalayan Reinsurance Limited,Others,2025-01-01,798.0,782.0,793.0,48282,38336495.9,730
HRL,Himalayan Reinsurance Limited,Others,2025-01-02,796.8,787.0,791.0,61166,48452057.9,776
HRL,Himalayan Reinsurance Limited,Others,2025-01-05,798.0,787.0,794.0,56720,44915189.9,999
