Symbol,CompanyName,Sector,Date,High,Low,Close,Volume,Value_NPR,Trades
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-03,1005.0,980.0,1000.0,27937,27728855.7,122
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-04,1003.9,987.0,1003.9,11123,11048533.3,103
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-05,1022.9,990.0,993.6,19578,19556289.4,123
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-08,994.5,975.0,994.5,16324,15975810.6,101
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-09,996.0,965.1,969.4,9048,8811835.6,107
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-10,984.0,966.2,979.0,6741,6563901.8,65
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-11,983.0,970.0,980.0,3033,2970621.0,28
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-12,985.0,970.1,975.0,9206,8993225.7,64
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-16,975.0,956.0,964.9,5487,5269151.4,53
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-17,968.0,949.1,962.0,6614,6338185.9,59
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-18,979.9,943.1,963.0,9220,8836942.2,39
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-19,966.9,948.0,963.4,8253,7896731.2,66
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-22,970.0,939.0,940.1,5783,5475049.8,67
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-23,948.0,935.0,941.0,9046,8485153.2,77
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-24,954.0,936.0,944.9,6514,6142280.1,70
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-26,955.0,934.1,941.0,4300,4051715.2,49
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-29,959.7,940.0,947.0,7988,7599759.8,46
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2024-12-31,947.9,936.1,947.9,5253,4922489.1,54
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-01,960.0,940.2,960.0,7891,7498222.5,51
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-02,968.4,946.0,965.0,5424,5199553.0,38
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-05,975.0,961.0,973.0,13474,13040551.5,69
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-06,982.2,963.0,978.3,7319,7145583.9,64
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-07,993.9,975.0,984.9,3764,3680832.7,50
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-08,999.9,970.5,970.6,9899,9642971.8,80
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-09,975.9,963.0,974.8,11492,11139150.9,73
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-12,975.2,956.0,968.4,14758,14175167.5,87
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-13,978.0,950.1,964.8,19774,18976435.5,93
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-15,980.0,945.6,980.0,4161,3989622.8,48
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-16,988.0,961.1,972.9,3603,3477892.3,30
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-19,975.0,960.1,973.0,2194,2125266.3,31
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-20,989.0,961.2,973.9,8687,8398216.4,46
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-21,1020.0,970.0,998.0,30513,30237136.9,212
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-22,1014.9,992.3,998.0,22298,22285094.5,136
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-23,1007.0,986.0,986.8,8551,8467869.1,69
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-26,1000.0,980.0,980.0,11727,11620000.4,102
PRIN,Prabhu Insurance Ltd.,Non Life Insurance,2025-01-27,990.0,972.0,972.0,15117,14766059.9,80
