Symbol,CompanyName,Sector,Date,High,Low,Close,Volume,Value_NPR,Trades
GFCL,Goodwill Finance Limited,Finance,2024-12-03,946.0,900.0,918.0,63759,58923131.3,600
GFCL,Goodwill Finance Limited,Finance,2024-12-04,935.7,899.7,901.0,53013,48074825.4,517
GFCL,Goodwill Finance Limited,Finance,2024-12-05,919.0,852.0,867.0,77078,67402114.5,742
GFCL,Goodwill Finance Limited,Finance,2024-12-08,884.0,834.4,842.0,57731,48911303.8,636
GFCL,Goodwill Finance Limited,Finance,2024-12-09,867.0,834.1,853.0,57203,48703998.1,462
GFCL,Goodwill Finance Limited,Finance,2024-12-10,861.0,837.9,844.0,33667,28501277.0,309
GFCL,Goodwill Finance Limited,Finance,2024-12-11,855.9,840.0,853.0,33014,28032285.1,359
GFCL,Goodwill Finance Limited,Finance,2024-12-12,860.0,840.0,842.0,29665,25111787.1,315
GFCL,Goodwill Finance Limited,Finance,2024-12-16,842.0,798.0,800.0,57525,46642937.2,604
GFCL,Goodwill Finance Limited,Finance,2024-12-17,810.0,784.0,798.0,39325,31475360.8,390
GFCL,Goodwill Finance Limited,Finance,2024-12-18,820.0,798.0,803.0,42415,34230693.2,379
GFCL,Goodwill Finance Limited,Finance,2024-12-19,818.0,787.0,787.1,39338,31355904.6,408
GFCL,Goodwill Finance Limited,Finance,2024-12-22,802.0,775.0,779.0,34029,26581220.8,323
GFCL,Goodwill Finance Limited,Finance,2024-12-23,794.5,777.0,793.5,39779,31115843.9,313
GFCL,Goodwill Finance Limited,Finance,2024-12-24,854.8,795.0,840.0,90146,75449638.8,1016
GFCL,Goodwill Finance Limited,Finance,2024-12-26,846.0,813.0,814.0,36868,30577568.8,417
GFCL,Goodwill Finance Limited,Finance,2024-12-29,825.0,775.1,777.1,58404,46010607.0,618
GFCL,Goodwill Finance Limited,Finance,2024-12-31,777.0,728.1,764.0,90274,67663709.1,927
GFCL,Goodwill Finance Limited,Finance,2025-01-01,807.0,765.0,795.0,60223,47688491.0,488
GFCL,Goodwill Finance Limited,Finance,2025-01-02,807.9,784.0,798.9,27996,22318385.4,277
GFCL,Goodwill Finance Limited,Finance,2025-01-05,814.0,793.3,799.9,41840,33640532.1,347
GFCL,Goodwill Finance Limited,Finance,2025-01-06,814.7,790.0,795.0,41723,33240685.0,422
GFCL,Goodwill Finance Limited,Finance,2025-01-07,815.0,797.1,815.0,36338,29275319.7,308
GFCL,Goodwill Finance Limited,Finance,2025-01-08,867.0,816.0,858.8,81164,68824858.7,741
GFCL,Goodwill Finance Limited,Finance,2025-01-09,867.0,830.0,830.0,48251,40627643.2,434
GFCL,Goodwill Finance Limited,Finance,2025-01-12,826.0,792.0,792.0,43490,35165636.2,342
GFCL,Goodwill Finance Limited,Finance,2025-01-13,815.0,778.3,779.0,32759,25902284.2,370
GFCL,Goodwill Finance Limited,Finance,2025-01-15,790.0,753.2,756.9,70036,53614764.3,551
GFCL,Goodwill Finance Limited,Finance,2025-01-16,769.9,716.4,716.4,76186,55690469.6,847
GFCL,Goodwill Finance Limited,Finance,2025-01-19,752.7,703.0,723.9,67513,49012528.4,560
GFCL,Goodwill Finance Limited,Finance,2025-01-20,741.9,715.0,717.0,33576,24277689.6,319
GFCL,Goodwill Finance Limited,Finance,2025-01-21,734.9,715.1,717.0,19553,14093574.5,210
GFCL,Goodwill Finance Limited,Finance,2025-01-22,740.0,716.0,727.0,32680,23689577.4,307
GFCL,Goodwill Finance Limited,Finance,2025-01-23,740.0,712.0,717.0,31772,23015515.8,315
