Date,High,Low,Close,Volume,Value_NPR,Trades
2024-12-03,1162.5,1162.5,1162.5,0,0.0,0
2024-12-04,1162.5,1162.5,1162.5,0,0.0,0
2024-12-05,1140.0,1118.0,1122.0,100,112273.0,6
2024-12-08,1125.1,1122.2,1125.1,1025,1153156.5,4
2024-12-09,1127.0,1127.0,1127.0,50,56350.0,1
2024-12-10,1130.0,1127.0,1130.0,30,33997.5,2
2024-12-11,1220.0,1130.0,1130.0,1100,1333708.0,10
2024-12-12,1130.0,1130.0,1130.0,0,0.0,0
2024-12-16,1130.0,1130.0,1130.0,0,0.0,0
2024-12-17,1152.6,1130.0,1152.6,35,39776.0,2
2024-12-18,1152.6,1152.6,1152.6,0,0.0,0
2024-12-19,1152.6,1152.6,1152.6,0,0.0,0
2024-12-22,1135.0,1135.0,1135.0,50,56750.0,1
2024-12-23,1205.0,1150.0,1205.0,585,693700.5,13
2024-12-24,1181.0,1143.0,1143.0,325,376976.5,5
2024-12-26,1165.8,1165.8,1165.8,100,116580.0,2
2024-12-29,1169.9,1147.0,1169.9,125,145665.0,2
2024-12-31,1180.0,1168.0,1180.0,110,129500.0,2
2025-01-01,1157.0,1151.0,1152.0,100,115275.0,4
2025-01-02,1152.0,1141.6,1142.1,1214,1387024.4,3
2025-01-05,1205.0,1142.1,1181.0,900,1083575.0,8
2025-01-06,1250.0,1173.0,1175.0,1291,1604391.3,13
2025-01-07,1167.0,1160.0,1167.0,75,87175.0,2
2025-01-08,1190.3,1190.3,1190.3,50,59515.0,1
2025-01-09,1190.3,1190.3,1190.3,0,0.0,0
2025-01-12,1170.0,1120.4,1125.0,1231,1385142.5,7
2025-01-13,1132.0,1132.0,1154.6,33,37508.4,3
2025-01-15,1154.6,1154.6,1154.6,0,0.0,0
2025-01-16,1219.0,1177.0,1170.9,1291,1568472.7,10
2025-01-19,1155.0,1132.0,1132.0,465,533725.0,3
2025-01-20,1118.0,1117.0,1118.0,50,55875.0,2
2025-01-21,1118.0,1118.0,1118.0,50,55900.0,1
2025-01-22,1190.0,1140.3,1190.0,10000,11899197.0,4
2025-01-23,1190.0,1103.0,1170.0,1901,2147767.1,18
2025-01-26,1170.0,1170.0,1170.0,50,58500.0,2
2025-01-27,1241.5,1193.0,1241.5,1381,1710469.5,6
2025-01-28,1241.5,1241.5,1241.5,0,0.0,0
2025-02-02,1241.5,1145.3,1145.3,105,120516.8,4
2025-02-03,1145.3,1145.3,1145.3,0,0.0,0
2025-02-04,1145.3,1145.3,1145.3,0,0.0,0
2025-02-05,1131.0,1131.0,1131.0,25,28275.0,1
2025-02-06,1152.0,1131.0,1131.0,125,142375.0,3
2025-02-09,1131.2,1131.2,1131.2,10,11312.0,1
2025-02-10,1183.0,1131.2,1183.0,250,295714.6,4
2025-02-11,1183.0,1183.0,1183.0,0,0.0,0
2025-02-12,1183.0,1183.0,1183.0,0,0.0,0
2025-02-13,1183.0,1183.0,1183.0,0,0.0,0
2025-02-16,1161.1,1161.1,1161.1,25,29027.5,1
2025-02-17,1161.1,1161.1,1161.1,0,0.0,0
2025-02-18,1161.1,1161.1,1161.1,0,0.0,0
2025-02-20,1161.1,1161.1,1161.1,0,0.0,0
2025-02-23,1163.0,1160.0,1163.0,53,61560.9,4
2025-02-24,1163.0,1163.0,1163.0,0,0.0,0
2025-02-25,1163.0,1163.0,1163.0,0,0.0,0
2025-02-27,1163.0,1163.0,1163.0,0,0.0,0
2025-03-02,1163.0,1163.0,1163.0,0,0.0,0
2025-03-03,1163.0,1163.0,1163.0,0,0.0,0
2025-03-04,1163.0,1163.0,1163.0,0,0.0,0
2025-03-05,1140.0,1140.0,1140.0,25,28500.0,1
2025-03-06,1140.0,1140.0,1140.0,2525,2878500.0,1
2025-03-09,1140.0,1140.0,1140.0,0,0.0,0
2025-03-10,1122.5,1120.5,1120.5,30,33645.0,2
2025-03-11,1125.0,1121.2,1147.5,60,67593.3,8
2025-03-12,1147.5,1147.5,1147.5,0,0.0,0
2025-03-16,1125.0,1125.0,1125.0,50,56250.0,2
2025-03-17,1126.1,1125.0,1126.0,26,29277.6,3
2025-03-18,1126.0,1126.0,1126.0,25,28150.0,2
2025-03-19,1121.5,1120.0,1120.0,25,28022.5,2
2025-03-20,1120.0,1120.0,1120.0,0,0.0,0
2025-03-23,1121.1,1121.1,1122.4,12,13455.8,2
2025-03-24,1121.4,1121.4,1121.4,25,28035.0,1
2025-03-25,1121.4,1121.4,1120.0,2,2240.0,1
2025-03-26,1132.0,1120.0,1132.0,26,29422.0,3
2025-03-27,1132.0,1132.0,1132.0,0,0.0,0
2025-03-30,1121.0,1115.0,1115.0,100,111800.0,4
2025-04-01,1115.0,1115.0,1137.3,1,1137.3,1
2025-04-02,1137.3,1137.3,1137.3,0,0.0,0
2025-04-03,1137.3,1137.3,1137.3,0,0.0,0
2025-04-07,1127.0,1127.0,1127.0,30,33810.0,1
2025-04-08,1127.0,1127.0,1127.0,0,0.0,0
2025-04-09,1149.5,1130.0,1149.5,50,56987.5,2
2025-04-10,1142.0,1133.0,1142.0,50,56875.0,2
2025-04-13,1143.0,1143.0,1143.0,25,28575.0,1
2025-04-15,1165.0,1150.1,1150.1,140,162504.0,4
2025-04-16,1173.0,1133.0,1173.0,205,237750.0,5
2025-04-17,1150.0,1133.1,1137.1,475,541942.5,8
2025-04-20,1192.0,1138.2,1157.0,480,568746.0,8
2025-04-21,1157.0,1157.0,1157.0,0,0.0,0
2025-04-22,1157.0,1157.0,1157.0,0,0.0,0
2025-04-23,1136.1,1136.1,1136.1,25,28402.5,1
2025-04-24,1136.1,1136.1,1136.1,0,0.0,0
2025-04-27,1136.1,1136.1,1136.1,0,0.0,0
2025-04-28,1192.0,1136.1,1192.0,310,369475.0,3
2025-04-29,1192.0,1192.0,1192.0,0,0.0,0
2025-04-30,1173.0,1173.0,1173.0,25,29325.0,1
2025-05-04,1175.0,1175.0,1175.0,30,35250.0,1
2025-05-05,1175.0,1175.0,1175.0,0,0.0,0
2025-05-06,1182.0,1182.0,1182.0,25,29550.0,1
2025-05-07,1182.0,1182.0,1182.0,0,0.0,0
2025-05-08,1185.0,1185.0,1185.0,100,118500.0,1
2025-05-11,1185.0,1185.0,1185.0,0,0.0,0
2025-05-13,1185.0,1185.0,1185.0,0,0.0,0
2025-05-14,1165.0,1165.0,1165.0,25,29125.0,1
2025-05-15,1188.0,1188.0,1188.0,150,178200.0,1
2025-05-18,1188.0,1188.0,1188.0,0,0.0,0
2025-05-19,1192.0,1192.0,1192.0,205,244360.0,1
2025-05-20,1168.2,1168.2,1168.2,25,29205.0,1
2025-05-21,1168.9,1146.0,1168.9,75,87077.5,3
2025-05-22,1168.9,1168.9,1168.9,0,0.0,0
2025-05-25,1170.0,1158.0,1158.0,55,63990.0,2
2025-05-26,1195.0,1158.0,1195.0,250,298589.0,3
2025-05-27,1195.0,1195.0,1195.0,0,0.0,0
2025-05-28,1195.0,1195.0,1195.0,0,0.0,0
2025-06-02,1172.0,1172.0,1172.0,25,29300.0,1
2025-06-03,1172.0,1172.0,1172.0,0,0.0,0
2025-06-04,1172.0,1172.0,1172.0,0,0.0,0
2025-06-05,1172.0,1172.0,1172.0,0,0.0,0
2025-06-08,1172.0,1172.0,1172.0,0,0.0,0
2025-06-09,1192.0,1185.0,1185.0,80,95185.0,2
2025-06-10,1185.0,1185.0,1185.0,0,0.0,0
2025-06-11,1162.0,1162.0,1162.0,25,29050.0,1
2025-06-12,1185.2,1185.2,1185.2,25,29630.0,1
2025-06-15,1185.2,1185.2,1185.2,0,0.0,0
2025-06-16,1189.0,1166.0,1189.0,35,41040.0,2
2025-06-17,1189.0,1189.0,1189.0,0,0.0,0
2025-06-18,1189.0,1189.0,1189.0,0,0.0,0
2025-06-19,1189.0,1189.0,1189.0,0,0.0,0
2025-06-22,1189.0,1189.0,1189.0,0,0.0,0
2025-06-23,1192.0,1150.0,1185.0,150,177000.0,4
2025-06-24,1185.0,1185.0,1185.0,0,0.0,0
2025-06-25,1185.0,1185.0,1185.0,0,0.0,0
2025-06-26,1185.0,1185.0,1185.0,0,0.0,0
