Date,High,Low,Close,Volume,Value_NPR,Trades
2024-12-03,50.0,50.0,50.0,0,0.0,0
2024-12-04,50.0,50.0,50.0,0,0.0,0
2024-12-05,50.0,50.0,50.0,0,0.0,0
2024-12-08,50.0,50.0,50.0,0,0.0,0
2024-12-09,50.0,50.0,50.0,0,0.0,0
2024-12-10,50.0,50.0,50.0,0,0.0,0
2024-12-11,50.0,50.0,50.0,0,0.0,0
2024-12-12,50.0,50.0,50.0,0,0.0,0
2024-12-16,50.0,50.0,50.0,0,0.0,0
2024-12-17,50.0,50.0,50.0,0,0.0,0
2024-12-18,50.0,50.0,50.0,0,0.0,0
2024-12-19,50.0,50.0,50.0,0,0.0,0
2024-12-22,50.0,50.0,50.0,0,0.0,0
2024-12-23,50.0,50.0,50.0,0,0.0,0
2024-12-24,50.0,50.0,50.0,0,0.0,0
2024-12-26,50.0,50.0,50.0,0,0.0,0
2024-12-29,50.0,50.0,50.0,0,0.0,0
2024-12-31,50.0,50.0,50.0,0,0.0,0
2025-01-01,50.0,50.0,50.0,0,0.0,0
2025-01-02,50.0,50.0,50.0,0,0.0,0
2025-01-05,50.0,50.0,50.0,0,0.0,0
2025-01-06,50.0,50.0,50.0,0,0.0,0
2025-01-07,50.0,50.0,50.0,0,0.0,0
2025-01-08,50.0,50.0,50.0,0,0.0,0
2025-01-09,50.0,50.0,50.0,0,0.0,0
2025-01-12,50.0,50.0,50.0,0,0.0,0
2025-01-13,50.0,50.0,50.0,0,0.0,0
2025-01-15,50.0,50.0,50.0,0,0.0,0
2025-01-16,50.0,50.0,50.0,0,0.0,0
2025-01-19,50.0,50.0,50.0,0,0.0,0
2025-01-20,50.0,50.0,50.0,0,0.0,0
2025-01-21,50.0,50.0,50.0,0,0.0,0
2025-01-22,50.0,50.0,50.0,0,0.0,0
2025-01-23,50.0,50.0,50.0,0,0.0,0
2025-01-26,50.0,50.0,50.0,0,0.0,0
2025-01-27,50.0,50.0,50.0,0,0.0,0
2025-01-28,50.0,50.0,50.0,0,0.0,0
2025-02-02,50.0,50.0,50.0,0,0.0,0
2025-02-03,50.0,50.0,50.0,0,0.0,0
2025-02-04,50.0,50.0,50.0,0,0.0,0
2025-02-05,50.0,50.0,50.0,0,0.0,0
2025-02-06,50.0,50.0,50.0,0,0.0,0
2025-02-09,50.0,50.0,50.0,0,0.0,0
2025-02-10,50.0,50.0,50.0,0,0.0,0
2025-02-11,50.0,50.0,50.0,0,0.0,0
2025-02-12,50.0,50.0,50.0,0,0.0,0
2025-02-13,50.0,50.0,50.0,0,0.0,0
2025-02-16,50.0,50.0,50.0,0,0.0,0
2025-02-17,50.0,50.0,50.0,0,0.0,0
2025-02-18,50.0,50.0,50.0,0,0.0,0
2025-02-20,50.0,50.0,50.0,0,0.0,0
2025-02-23,50.0,50.0,50.0,0,0.0,0
2025-02-24,50.0,50.0,50.0,0,0.0,0
2025-02-25,50.0,50.0,50.0,0,0.0,0
2025-02-27,50.0,50.0,50.0,0,0.0,0
2025-03-02,50.0,50.0,50.0,0,0.0,0
2025-03-03,50.0,50.0,50.0,0,0.0,0
2025-03-04,50.0,50.0,50.0,0,0.0,0
2025-03-05,50.0,50.0,50.0,0,0.0,0
2025-03-06,50.0,50.0,50.0,0,0.0,0
2025-03-09,50.0,50.0,50.0,0,0.0,0
2025-03-10,50.0,50.0,50.0,0,0.0,0
2025-03-11,50.0,50.0,50.0,0,0.0,0
2025-03-12,50.0,50.0,50.0,0,0.0,0
2025-03-16,50.0,50.0,50.0,0,0.0,0
2025-03-17,50.0,50.0,50.0,0,0.0,0
2025-03-18,50.0,50.0,50.0,0,0.0,0
2025-03-19,50.0,50.0,50.0,0,0.0,0
2025-03-20,50.0,50.0,50.0,0,0.0,0
2025-03-23,50.0,50.0,50.0,0,0.0,0
2025-03-24,50.0,50.0,50.0,0,0.0,0
2025-03-25,50.0,50.0,50.0,0,0.0,0
2025-03-26,50.0,50.0,50.0,0,0.0,0
2025-03-27,50.0,50.0,50.0,0,0.0,0
2025-03-30,50.0,50.0,50.0,0,0.0,0
2025-04-01,50.0,50.0,50.0,0,0.0,0
2025-04-02,50.0,50.0,50.0,0,0.0,0
2025-04-03,50.0,50.0,50.0,0,0.0,0
2025-04-07,50.0,50.0,50.0,0,0.0,0
2025-04-08,50.0,50.0,50.0,0,0.0,0
2025-04-09,50.0,50.0,50.0,0,0.0,0
2025-04-10,50.0,50.0,50.0,0,0.0,0
2025-04-13,50.0,50.0,50.0,0,0.0,0
2025-04-15,50.0,50.0,50.0,0,0.0,0
2025-04-16,50.0,50.0,50.0,0,0.0,0
2025-04-17,50.0,50.0,50.0,0,0.0,0
2025-04-20,50.0,50.0,50.0,0,0.0,0
2025-04-21,50.0,50.0,50.0,0,0.0,0
2025-04-22,50.0,50.0,50.0,0,0.0,0
2025-04-23,50.0,50.0,50.0,0,0.0,0
2025-04-24,50.0,50.0,50.0,0,0.0,0
2025-04-27,50.0,50.0,50.0,0,0.0,0
2025-04-28,50.0,50.0,50.0,0,0.0,0
2025-04-29,50.0,50.0,50.0,0,0.0,0
2025-04-30,50.0,50.0,50.0,0,0.0,0
2025-05-04,50.0,50.0,50.0,0,0.0,0
2025-05-05,50.0,50.0,50.0,0,0.0,0
2025-05-06,50.0,50.0,50.0,0,0.0,0
2025-05-07,50.0,50.0,50.0,0,0.0,0
2025-05-08,50.0,50.0,50.0,0,0.0,0
2025-05-11,50.0,50.0,50.0,0,0.0,0
2025-05-13,50.0,50.0,50.0,0,0.0,0
2025-05-14,50.0,50.0,50.0,0,0.0,0
2025-05-15,50.0,50.0,50.0,0,0.0,0
2025-05-18,50.0,50.0,50.0,0,0.0,0
2025-05-19,50.0,50.0,50.0,0,0.0,0
2025-05-20,50.0,50.0,50.0,0,0.0,0
2025-05-21,50.0,50.0,50.0,0,0.0,0
2025-05-22,50.0,50.0,50.0,0,0.0,0
2025-05-25,50.0,50.0,50.0,0,0.0,0
2025-05-26,50.0,50.0,50.0,0,0.0,0
2025-05-27,50.0,50.0,50.0,0,0.0,0
2025-05-28,50.0,50.0,50.0,0,0.0,0
2025-06-02,50.0,50.0,50.0,0,0.0,0
2025-06-03,50.0,50.0,50.0,0,0.0,0
2025-06-04,50.0,50.0,50.0,0,0.0,0
2025-06-05,50.0,50.0,50.0,0,0.0,0
2025-06-08,50.0,50.0,50.0,0,0.0,0
2025-06-09,50.0,50.0,50.0,0,0.0,0
2025-06-10,50.0,50.0,50.0,0,0.0,0
2025-06-11,50.0,50.0,50.0,0,0.0,0
2025-06-12,50.0,50.0,50.0,0,0.0,0
2025-06-15,50.0,50.0,50.0,0,0.0,0
2025-06-16,50.0,50.0,50.0,0,0.0,0
2025-06-17,50.0,50.0,50.0,0,0.0,0
2025-06-18,50.0,50.0,50.0,0,0.0,0
2025-06-19,50.0,50.0,50.0,0,0.0,0
2025-06-22,50.0,50.0,50.0,0,0.0,0
2025-06-23,50.0,50.0,50.0,0,0.0,0
2025-06-24,50.0,50.0,50.0,0,0.0,0
2025-06-25,50.0,50.0,50.0,0,0.0,0
2025-06-26,50.0,50.0,50.0,0,0.0,0
2025-06-29,50.0,50.0,50.0,0,0.0,0
2025-06-30,50.0,50.0,50.0,0,0.0,0
2025-07-01,50.0,50.0,50.0,0,0.0,0
2025-07-02,50.0,50.0,50.0,0,0.0,0
2025-07-03,50.0,50.0,50.0,0,0.0,0
2025-07-06,50.0,50.0,50.0,0,0.0,0
2025-07-07,50.0,50.0,50.0,0,0.0,0
2025-07-08,50.0,50.0,50.0,0,0.0,0
2025-07-09,50.0,50.0,50.0,0,0.0,0
2025-07-10,50.0,50.0,50.0,0,0.0,0
2025-07-13,50.0,50.0,50.0,0,0.0,0
2025-07-14,50.0,50.0,50.0,0,0.0,0
2025-07-15,50.0,50.0,50.0,0,0.0,0
2025-07-16,50.0,50.0,50.0,0,0.0,0
2025-07-17,50.0,50.0,50.0,0,0.0,0
2025-07-20,50.0,50.0,50.0,0,0.0,0
2025-07-21,50.0,50.0,50.0,0,0.0,0
2025-07-22,50.0,50.0,50.0,0,0.0,0
2025-07-23,50.0,50.0,50.0,0,0.0,0
2025-07-24,50.0,50.0,50.0,0,0.0,0
2025-07-27,50.0,50.0,50.0,0,0.0,0
2025-07-28,50.0,50.0,50.0,0,0.0,0
2025-07-29,50.0,50.0,50.0,0,0.0,0
2025-07-30,50.0,50.0,50.0,0,0.0,0
2025-07-31,50.0,50.0,50.0,0,0.0,0
2025-08-03,50.0,50.0,50.0,0,0.0,0
2025-08-04,50.0,50.0,50.0,0,0.0,0
2025-08-05,50.0,50.0,50.0,0,0.0,0
2025-08-06,50.0,50.0,50.0,0,0.0,0
2025-08-07,50.0,50.0,50.0,0,0.0,0
2025-08-11,50.0,50.0,50.0,0,0.0,0
2025-08-12,50.0,50.0,50.0,0,0.0,0
2025-08-13,50.0,50.0,50.0,0,0.0,0
2025-08-14,50.0,50.0,50.0,0,0.0,0
2025-08-17,50.0,50.0,50.0,0,0.0,0
2025-08-18,50.0,50.0,50.0,0,0.0,0
2025-08-19,50.0,50.0,50.0,0,0.0,0
2025-08-20,50.0,50.0,50.0,0,0.0,0
2025-08-21,50.0,50.0,50.0,0,0.0,0
2025-08-24,50.0,50.0,50.0,0,0.0,0
2025-08-25,50.0,50.0,50.0,0,0.0,0
2025-08-26,50.0,50.0,50.0,0,0.0,0
2025-08-27,50.0,50.0,50.0,0,0.0,0
2025-08-28,50.0,50.0,50.0,0,0.0,0
2025-08-31,50.0,50.0,50.0,0,0.0,0
2025-09-01,50.0,50.0,50.0,0,0.0,0
2025-09-02,50.0,50.0,50.0,0,0.0,0
2025-09-03,50.0,50.0,50.0,0,0.0,0
2025-09-04,50.0,50.0,50.0,0,0.0,0
2025-09-07,50.0,50.0,50.0,0,0.0,0
2025-09-08,50.0,50.0,50.0,0,0.0,0
2025-09-18,50.0,50.0,50.0,0,0.0,0
2025-09-21,50.0,50.0,50.0,0,0.0,0
2025-09-23,50.0,50.0,50.0,0,0.0,0
2025-09-24,50.0,50.0,50.0,0,0.0,0
2025-09-25,50.0,50.0,50.0,0,0.0,0
2025-09-28,50.0,50.0,50.0,0,0.0,0
2025-10-07,50.0,50.0,50.0,0,0.0,0
2025-10-08,50.0,50.0,50.0,0,0.0,0
2025-10-09,50.0,50.0,50.0,0,0.0,0
2025-10-12,50.0,50.0,50.0,0,0.0,0
2025-10-13,50.0,50.0,50.0,0,0.0,0
2025-10-14,50.0,50.0,50.0,0,0.0,0
2025-10-15,50.0,50.0,50.0,0,0.0,0
2025-10-16,50.0,50.0,50.0,0,0.0,0
2025-10-19,50.0,50.0,50.0,0,0.0,0
2025-10-26,50.0,50.0,50.0,0,0.0,0
2025-10-28,50.0,50.0,50.0,0,0.0,0
2025-10-29,50.0,50.0,50.0,0,0.0,0
2025-10-30,50.0,50.0,50.0,0,0.0,0
2025-11-02,50.0,50.0,50.0,0,0.0,0
2025-11-03,50.0,50.0,50.0,0,0.0,0
2025-11-04,50.0,50.0,50.0,0,0.0,0
2025-11-05,50.0,50.0,50.0,0,0.0,0
2025-11-06,50.0,50.0,50.0,0,0.0,0
2025-11-09,50.0,50.0,50.0,0,0.0,0
2025-11-10,50.0,50.0,50.0,0,0.0,0
2025-11-11,50.0,50.0,50.0,0,0.0,0
2025-11-12,50.0,50.0,50.0,0,0.0,0
2025-11-13,50.0,50.0,50.0,0,0.0,0
2025-11-16,50.0,50.0,50.0,0,0.0,0
2025-11-17,50.0,50.0,50.0,0,0.0,0
2025-11-18,50.0,50.0,50.0,0,0.0,0
2025-11-19,50.0,50.0,50.0,0,0.0,0
2025-11-20,50.0,50.0,50.0,0,0.0,0
2025-11-23,50.0,50.0,50.0,0,0.0,0
2025-11-24,50.0,50.0,50.0,0,0.0,0
2025-11-25,50.0,50.0,50.0,0,0.0,0
2025-11-26,50.0,50.0,50.0,0,0.0,0
2025-11-27,50.0,50.0,50.0,0,0.0,0
2025-11-30,50.0,50.0,50.0,0,0.0,0
2025-12-01,50.0,50.0,50.0,0,0.0,0
2025-12-02,50.0,50.0,50.0,0,0.0,0
2025-12-03,50.0,50.0,50.0,0,0.0,0
